# NHTSA vPIC decode of every VIN in crash-test-vehicles.csv, retrieved 2026-09-21.
# error_code is vPIC's own: 0 decoded clean, 1 check digit wrong, 400 illegal characters.
# Regenerate with: go run ./tools/corpus vpic
vin,error_code,manufacturer,manufacturer_id,make,model,model_year,vehicle_type,plant_country
1G1JC5248T7160821,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1996,PASSENGER CAR,UNITED STATES (USA)
1G1JC5248W7219127,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1998,PASSENGER CAR,UNITED STATES (USA)
1G1JC524XX7155108,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1999,PASSENGER CAR,UNITED STATES (USA)
1G1JC52F137248949,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,2003,PASSENGER CAR,UNITED STATES (USA)
1G1JC52F647179404,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,2004,PASSENGER CAR,UNITED STATES (USA)
1G1JC54GXL7101163,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1990,PASSENGER CAR,UNITED STATES (USA)
1G1JC5SH3C4107917,0,GENERAL MOTORS LLC,984,CHEVROLET,Sonic,2012,PASSENGER CAR,UNITED STATES (USA)
1G1JC5SH6C4102209,0,GENERAL MOTORS LLC,984,CHEVROLET,Sonic,2012,PASSENGER CAR,UNITED STATES (USA)
1G1JC69P0G7105310,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1986,PASSENGER CAR,UNITED STATES (USA)
1G1JC69P0G7131079,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1986,PASSENGER CAR,UNITED STATES (USA)
1G1JC69P0G7195090,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1986,PASSENGER CAR,UNITED STATES (USA)
1G1JC69P8G7182393,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1986,PASSENGER CAR,UNITED STATES (USA)
1G1JC69P8G7194771,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1986,PASSENGER CAR,UNITED STATES (USA)
1G1JC69P9G7103149,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1986,PASSENGER CAR,UNITED STATES (USA)
1G1JC69POG7105310,"1,400",GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1986,PASSENGER CAR,UNITED STATES (USA)
1G1JC69PXGK125321,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1986,PASSENGER CAR,UNITED STATES (USA)
1G1JD5116HJ260477,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1987,PASSENGER CAR,UNITED STATES (USA)
1G1JD5SH4C4109107,0,GENERAL MOTORS LLC,984,CHEVROLET,Sonic,2012,PASSENGER CAR,UNITED STATES (USA)
1G1JD69P4F7107511,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1985,PASSENGER CAR,UNITED STATES (USA)
1G1JD69P7F7107535,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1985,PASSENGER CAR,UNITED STATES (USA)
1G1JF5241W7258410,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1998,PASSENGER CAR,UNITED STATES (USA)
1G1JF524917216625,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,2001,PASSENGER CAR,UNITED STATES (USA)
1G1JF52T0W7113222,0,GENERAL MOTORS LLC,984,CHEVROLET,Cavalier,1998,PASSENGER CAR,UNITED STATES (USA)
1G1LD5540RY137389,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1994,PASSENGER CAR,UNITED STATES (USA)
1G1LD5540RY279080,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1994,PASSENGER CAR,UNITED STATES (USA)
1G1LD5545RY239402,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1994,PASSENGER CAR,UNITED STATES (USA)
1G1LT5114JY586352,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1988,PASSENGER CAR,UNITED STATES (USA)
1G1LT5340NY171932,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1992,PASSENGER CAR,UNITED STATES (USA)
1G1LT5341NY194149,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1992,PASSENGER CAR,UNITED STATES (USA)
1G1LT5341NY195740,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1992,PASSENGER CAR,UNITED STATES (USA)
1G1LT5341PY260900,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1993,PASSENGER CAR,UNITED STATES (USA)
1G1LT5343NY201425,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1992,PASSENGER CAR,UNITED STATES (USA)
1G1LT5343PY141407,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1993,PASSENGER CAR,UNITED STATES (USA)
1G1LT5345NY163938,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1992,PASSENGER CAR,UNITED STATES (USA)
1G1LT5347PY148778,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1993,PASSENGER CAR,UNITED STATES (USA)
1G1LT5348PY263888,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1993,PASSENGER CAR,UNITED STATES (USA)
1G1LT53G4MY182862,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1991,PASSENGER CAR,UNITED STATES (USA)
1G1LT53G6MY163505,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1991,PASSENGER CAR,UNITED STATES (USA)
1G1LT53G7MY206703,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1991,PASSENGER CAR,UNITED STATES (USA)
1G1LT53G8MY142655,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1991,PASSENGER CAR,UNITED STATES (USA)
1G1LT53T4ME126354,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1991,PASSENGER CAR,UNITED STATES (USA)
1G1LT6419KY164340,0,GENERAL MOTORS LLC,984,CHEVROLET,Corsica,1989,PASSENGER CAR,UNITED STATES (USA)
1G1LV13G8MY116253,0,GENERAL MOTORS LLC,984,CHEVROLET,Beretta,1991,PASSENGER CAR,UNITED STATES (USA)
1G1LV13G9MY109280,0,GENERAL MOTORS LLC,984,CHEVROLET,Beretta,1991,PASSENGER CAR,UNITED STATES (USA)
1G1LV1410JY639188,0,GENERAL MOTORS LLC,984,CHEVROLET,Beretta,1988,PASSENGER CAR,UNITED STATES (USA)
1G1LV14WXJE576565,0,GENERAL MOTORS LLC,984,CHEVROLET,Beretta,1988,PASSENGER CAR,UNITED STATES (USA)
1G1ND52J32M579440,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2002,PASSENGER CAR,UNITED STATES (USA)
1G1ND52J3X6271101,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,1999,PASSENGER CAR,UNITED STATES (USA)
1G1ND52J3Y6119966,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2000,PASSENGER CAR,UNITED STATES (USA)
1G1ND52J716184616,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2001,PASSENGER CAR,UNITED STATES (USA)
1G1ND52M3V6113591,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,1997,PASSENGER CAR,UNITED STATES (USA)
1G1ND52M8V6101470,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,1997,PASSENGER CAR,UNITED STATES (USA)
1G1ND52T0WY126697,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,1998,PASSENGER CAR,UNITED STATES (USA)
1G1ND52T2W6142881,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,1998,PASSENGER CAR,UNITED STATES (USA)
1G1NE52M0W6139600,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,1998,PASSENGER CAR,UNITED STATES (USA)
1G1NE52MXXY105010,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,1999,PASSENGER CAR,UNITED STATES (USA)
1G1PB5SH2D7118596,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2013,PASSENGER CAR,UNITED STATES (USA)
1G1PC5SH1B7272503,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PC5SH5B7108798,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PC5SH7B7171899,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PC5SH8B7101683,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PC5SH9B7105435,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PC5SH9B7271292,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PD5SH2B7290747,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PD5SH3B7298789,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PD5SH5B7302986,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1PD5SH8B7236949,0,GENERAL MOTORS LLC,984,CHEVROLET,Cruze,2011,PASSENGER CAR,UNITED STATES (USA)
1G1RA6E40CU126495,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2012,PASSENGER CAR,UNITED STATES (USA)
1G1RA6E46CU112777,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2012,PASSENGER CAR,UNITED STATES (USA)
1G1RC6E43BU100899,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2011,PASSENGER CAR,UNITED STATES (USA)
1G1RC6E47BU101294,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2011,PASSENGER CAR,UNITED STATES (USA)
1G1RC6E48BU101109,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2011,PASSENGER CAR,UNITED STATES (USA)
1G1RC6S51HU149332,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2017,PASSENGER CAR,UNITED STATES (USA)
1G1RC6S54HU147218,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2017,PASSENGER CAR,UNITED STATES (USA)
1G1RC6S59HU134920,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2017,PASSENGER CAR,UNITED STATES (USA)
1G1RD6E44BU102111,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2011,PASSENGER CAR,UNITED STATES (USA)
1G1RD6E44BU102786,0,GENERAL MOTORS LLC,984,CHEVROLET,Volt,2011,PASSENGER CAR,UNITED STATES (USA)
1G1YA2D45R5102704,0,GENERAL MOTORS LLC,984,CHEVROLET,Corvette,2024,PASSENGER CAR,UNITED STATES (USA)
1G1YA2D47S5104055,0,GENERAL MOTORS LLC,984,CHEVROLET,Corvette,2025,PASSENGER CAR,UNITED STATES (USA)
1G1YY22U655105314,0,GENERAL MOTORS LLC,984,CHEVROLET,Corvette,2005,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5E10BF110751,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2011,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5E12BF111996,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2011,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5E19BF100560,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2011,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5ST0GF180442,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2016,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5ST0KF213173,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2019,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5ST1GF182197,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2016,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5ST7GF185685,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2016,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5ST7KF201179,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2019,PASSENGER CAR,UNITED STATES (USA)
1G1ZB5STXLF009126,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2020,PASSENGER CAR,UNITED STATES (USA)
1G1ZC5ST0KF216863,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2019,PASSENGER CAR,UNITED STATES (USA)
1G1ZC5ST1KF215611,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2019,PASSENGER CAR,UNITED STATES (USA)
1G1ZC5ST2KF217173,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2019,PASSENGER CAR,UNITED STATES (USA)
1G1ZC5ST9KF217977,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2019,PASSENGER CAR,UNITED STATES (USA)
1G1ZD5ST9PF127071,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2023,PASSENGER CAR,UNITED STATES (USA)
1G1ZG57B184203001,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2008,PASSENGER CAR,UNITED STATES (USA)
1G1ZG57B48F160469,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2008,PASSENGER CAR,UNITED STATES (USA)
1G1ZG57B98F164842,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2008,PASSENGER CAR,UNITED STATES (USA)
1G1ZG5ST8PF129725,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2023,PASSENGER CAR,UNITED STATES (USA)
1G1ZS52F04F131375,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2004,PASSENGER CAR,UNITED STATES (USA)
1G1ZS52F24F129806,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2004,PASSENGER CAR,UNITED STATES (USA)
1G1ZS52F64F211389,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2004,PASSENGER CAR,UNITED STATES (USA)
1G1ZS54F15F157756,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2005,PASSENGER CAR,UNITED STATES (USA)
1G1ZT52895F125512,0,GENERAL MOTORS LLC,984,CHEVROLET,Malibu,2005,PASSENGER CAR,UNITED STATES (USA)
1G2AL68C0EY214111,0,GENERAL MOTORS LLC,984,PONTIAC,T1000,1984,PASSENGER CAR,UNITED STATES (USA)
1G2AL69A3EX200657,0,GENERAL MOTORS LLC,984,PONTIAC,Parisienne,1984,PASSENGER CAR,UNITED STATES (USA)
1G2AM37R4EP299610,0,GENERAL MOTORS LLC,984,PONTIAC,Fiero,1984,PASSENGER CAR,UNITED STATES (USA)
1G2AM37R4EP303459,0,GENERAL MOTORS LLC,984,PONTIAC,Fiero,1984,PASSENGER CAR,UNITED STATES (USA)
1G2AM37RXEP211451,0,GENERAL MOTORS LLC,984,PONTIAC,Fiero,1984,PASSENGER CAR,UNITED STATES (USA)
1G2AS8729DN203924,0,GENERAL MOTORS LLC,984,PONTIAC,Firebird,1983,PASSENGER CAR,UNITED STATES (USA)
1G2FS23T2LL203582,0,GENERAL MOTORS LLC,984,PONTIAC,Firebird,1990,PASSENGER CAR,UNITED STATES (USA)
1G2HX5130JW206247,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1988,PASSENGER CAR,UNITED STATES (USA)
1G2HX5137JW206827,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1988,PASSENGER CAR,UNITED STATES (USA)
1G2HX5138JW232773,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1988,PASSENGER CAR,UNITED STATES (USA)
1G2HX52K0W4202434,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1998,PASSENGER CAR,UNITED STATES (USA)
1G2HX52K5TH200537,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1996,PASSENGER CAR,UNITED STATES (USA)
1G2HX54C8KW229837,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1989,PASSENGER CAR,UNITED STATES (USA)
1G2HY51CXKW279088,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1989,PASSENGER CAR,UNITED STATES (USA)
1G2HY5218N1261705,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1992,PASSENGER CAR,UNITED STATES (USA)
1G2HZ52L5N1313869,0,GENERAL MOTORS LLC,984,PONTIAC,Bonneville,1992,PASSENGER CAR,UNITED STATES (USA)
1G2JB51K4H7511309,0,GENERAL MOTORS LLC,984,PONTIAC,Sunbird,1987,PASSENGER CAR,UNITED STATES (USA)
1G2JB5243S7501068,0,GENERAL MOTORS LLC,984,PONTIAC,Sunbird,1995,PASSENGER CAR,UNITED STATES (USA)
1G2MB35B37Y104876,0,GENERAL MOTORS LLC,984,PONTIAC,Solstice,2007,PASSENGER CAR,UNITED STATES (USA)
1G2MB35B57Y106547,0,GENERAL MOTORS LLC,984,PONTIAC,Solstice,2007,PASSENGER CAR,UNITED STATES (USA)
1G2NE12T11M523711,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,2001,PASSENGER CAR,UNITED STATES (USA)
1G2NE12T1YM727306,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,2000,PASSENGER CAR,UNITED STATES (USA)
1G2NE12T5YM709438,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,2000,PASSENGER CAR,UNITED STATES (USA)
1G2NE12T7VM502478,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1997,PASSENGER CAR,UNITED STATES (USA)
1G2NE14U5KC729045,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1989,PASSENGER CAR,UNITED STATES (USA)
1G2NE14U7HC871969,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1987,PASSENGER CAR,UNITED STATES (USA)
1G2NE15M0SM501933,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1995,PASSENGER CAR,UNITED STATES (USA)
1G2NE27UXFC748567,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1985,PASSENGER CAR,UNITED STATES (USA)
1G2NE5132PM505929,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1993,PASSENGER CAR,UNITED STATES (USA)
1G2NE52M0TC714478,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1996,PASSENGER CAR,UNITED STATES (USA)
1G2NE52M1VC723676,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1997,PASSENGER CAR,UNITED STATES (USA)
1G2NE52M7TC707866,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1996,PASSENGER CAR,UNITED STATES (USA)
1G2NE52T2VC712421,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1997,PASSENGER CAR,UNITED STATES (USA)
1G2NE52T2XM735498,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1999,PASSENGER CAR,UNITED STATES (USA)
1G2NE52T3VC735948,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1997,PASSENGER CAR,UNITED STATES (USA)
1G2NE52T3XC515499,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1999,PASSENGER CAR,UNITED STATES (USA)
1G2NE52T4VC774211,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1997,PASSENGER CAR,UNITED STATES (USA)
1G2NE52T7XC579674,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1999,PASSENGER CAR,UNITED STATES (USA)
1G2NE52T7XM719345,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1999,PASSENGER CAR,UNITED STATES (USA)
1G2NE52TXXC540433,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1999,PASSENGER CAR,UNITED STATES (USA)
1G2NE5430PM503088,0,GENERAL MOTORS LLC,984,PONTIAC,Grand AM,1993,PASSENGER CAR,UNITED STATES (USA)
1G2WJ12M5RF217975,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,1994,PASSENGER CAR,UNITED STATES (USA)
1G2WJ14W7KF258970,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,1989,PASSENGER CAR,UNITED STATES (USA)
1G2WJ52K9VF205196,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,1997,PASSENGER CAR,UNITED STATES (USA)
1G2WJ52M0WF233729,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,1998,PASSENGER CAR,UNITED STATES (USA)
1G2WJ52MXSF201686,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,1995,PASSENGER CAR,UNITED STATES (USA)
1G2WJ52MXVF323579,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,1997,PASSENGER CAR,UNITED STATES (USA)
1G2WJ52MXVF338146,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,1997,PASSENGER CAR,UNITED STATES (USA)
1G2WK52J91F141031,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,2001,PASSENGER CAR,UNITED STATES (USA)
1G2WK52JX1F147968,0,GENERAL MOTORS LLC,984,PONTIAC,Grand Prix,2001,PASSENGER CAR,UNITED STATES (USA)
1G2ZF55B264278160,0,GENERAL MOTORS LLC,984,PONTIAC,G6,2006,PASSENGER CAR,UNITED STATES (USA)
1G2ZG528654117380,0,GENERAL MOTORS LLC,984,PONTIAC,G6,2005,PASSENGER CAR,UNITED STATES (USA)
1G2ZG548254124632,0,GENERAL MOTORS LLC,984,PONTIAC,G6,2005,PASSENGER CAR,UNITED STATES (USA)
1G2ZG548954167316,0,GENERAL MOTORS LLC,984,PONTIAC,G6,2005,PASSENGER CAR,UNITED STATES (USA)
1G2ZH158364198325,0,GENERAL MOTORS LLC,984,PONTIAC,G6,2006,PASSENGER CAR,UNITED STATES (USA)
1G2ZH17N374231442,0,GENERAL MOTORS LLC,984,PONTIAC,G6,2007,PASSENGER CAR,UNITED STATES (USA)
1G3AN37Y3EX385930,"3,14",GENERAL MOTORS LLC,984,OLDSMOBILE,Delta 88,1984,PASSENGER CAR,
1G3EZ57B4GU303169,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Toronado,1986,PASSENGER CAR,UNITED STATES (USA)
1G3GR62C5S4115235,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Aurora,1995,PASSENGER CAR,UNITED STATES (USA)
1G3GR62H214104557,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Aurora,2001,PASSENGER CAR,UNITED STATES (USA)
1G3GR64H014110385,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Aurora,2001,PASSENGER CAR,UNITED STATES (USA)
1G3GR64H714158319,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Aurora,2001,PASSENGER CAR,UNITED STATES (USA)
1G3HN5338JW331995,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Delta 88,1988,PASSENGER CAR,UNITED STATES (USA)
1G3HN53C9L1803718,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Eighty Eight (88),1990,PASSENGER CAR,UNITED STATES (USA)
1G3HN53L4NH311110,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Eighty Eight (88),1992,PASSENGER CAR,UNITED STATES (USA)
1G3HN53LXNH324945,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Eighty Eight (88),1992,PASSENGER CAR,UNITED STATES (USA)
1G3HN6936GW301559,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Delta 88,1986,PASSENGER CAR,UNITED STATES (USA)
1G3NF14UXHM289612,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Cutlass Calais,1987,PASSENGER CAR,UNITED STATES (USA)
1G3NF54U5HM286317,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Cutlass Calais,1987,PASSENGER CAR,UNITED STATES (USA)
1G3NK12T7YC409233,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Alero,2000,PASSENGER CAR,UNITED STATES (USA)
1G3NL1435NM414124,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Achieva,1992,PASSENGER CAR,UNITED STATES (USA)
1G3NL1435NM459127,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Achieva,1992,PASSENGER CAR,UNITED STATES (USA)
1G3NL1438PM009071,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Achieva,1993,PASSENGER CAR,UNITED STATES (USA)
1G3NL1439PM017809,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Achieva,1993,PASSENGER CAR,UNITED STATES (USA)
1G3NL1530RM000821,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Achieva,1994,PASSENGER CAR,UNITED STATES (USA)
1G3NL52E8XC300946,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Alero,1999,PASSENGER CAR,UNITED STATES (USA)
1G3WH14W1JD362081,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Cutlass Supreme,1988,PASSENGER CAR,UNITED STATES (USA)
1G3WH52K1WF303292,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Intrigue,1998,PASSENGER CAR,UNITED STATES (USA)
1G3WH52K1XF313337,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Intrigue,1999,PASSENGER CAR,UNITED STATES (USA)
1G3WH52K4WF350882,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Intrigue,1998,PASSENGER CAR,UNITED STATES (USA)
1G3WH52K7WF318556,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Intrigue,1998,PASSENGER CAR,UNITED STATES (USA)
1G3WH52M1SD382924,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Cutlass Supreme,1995,PASSENGER CAR,UNITED STATES (USA)
1G3WS52H11F109215,0,GENERAL MOTORS LLC,984,OLDSMOBILE,Intrigue,2001,PASSENGER CAR,UNITED STATES (USA)
1G4AG55N2P6400159,0,GENERAL MOTORS LLC,984,BUICK,Century,1993,PASSENGER CAR,UNITED STATES (USA)
1G4AG55NXP6403665,0,GENERAL MOTORS LLC,984,BUICK,Century,1993,PASSENGER CAR,UNITED STATES (USA)
1G4AH19R9GD400660,0,GENERAL MOTORS LLC,984,BUICK,Century,1986,PASSENGER CAR,UNITED STATES (USA)
1G4AH27X8GT416944,0,GENERAL MOTORS LLC,984,BUICK,Century,1986,PASSENGER CAR,UNITED STATES (USA)
1G4BN52P1RR412112,0,GENERAL MOTORS LLC,984,BUICK,Roadmaster,1994,PASSENGER CAR,UNITED STATES (USA)
1G4BN5372NR418333,0,GENERAL MOTORS LLC,984,BUICK,Roadmaster,1992,PASSENGER CAR,UNITED STATES (USA)
1G4CW51C9J1670302,0,GENERAL MOTORS LLC,984,BUICK,Electra,1988,PASSENGER CAR,UNITED STATES (USA)
1G4CW52K3X4632917,0,GENERAL MOTORS LLC,984,BUICK,Park Avenue,1999,PASSENGER CAR,UNITED STATES (USA)
1G4CW53L3M1646305,0,GENERAL MOTORS LLC,984,BUICK,Park Avenue,1991,PASSENGER CAR,UNITED STATES (USA)
1G4CW54K014136364,0,GENERAL MOTORS LLC,984,BUICK,Park Avenue,2001,PASSENGER CAR,UNITED STATES (USA)
1G4CW54K014194667,0,GENERAL MOTORS LLC,984,BUICK,Park Avenue,2001,PASSENGER CAR,UNITED STATES (USA)
1G4CW54K134138174,0,GENERAL MOTORS LLC,984,BUICK,Park Avenue,2003,PASSENGER CAR,UNITED STATES (USA)
1G4CW6938F1406649,0,GENERAL MOTORS LLC,984,BUICK,Electra,1985,PASSENGER CAR,UNITED STATES (USA)
1G4EZ11C2KU401244,0,GENERAL MOTORS LLC,984,BUICK,Riviera,1989,PASSENGER CAR,UNITED STATES (USA)
